Keyword,Area,Universitas Terdekat,Nama,Alamat,Rating,Telepon,Website,Link,Latitude,Longitude
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Aryadira Kost,"Jl. Sukajadi Atas No.369, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",,0877-7794-9098,,https://www.google.com/maps/place/Aryadira+Kost/data=!4m7!3m6!1s0x2e68e70050036b69:0x2989fe5313759e31!8m2!3d-6.8753554!4d107.5948991!16s%2Fg%2F11ybf_6gqg!19sChIJaWsDUADnaC4RMZ51E1P-iSk?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Rumah Kost Pak Opik,"Jl. Gegerkalong Tengah No.43, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,(022) 2011655,,https://www.google.com/maps/place/Rumah+Kost+Pak+Opik/data=!4m7!3m6!1s0x2e68e788cf880c51:0x11e3d73b4c800dde!8m2!3d-6.867767!4d107.5913211!16s%2Fg%2F11gm76n8hj!19sChIJUQyIz4jnaC4R3g2ATDvX4xE?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost ibu kania,"Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0812-2123-071,,https://www.google.com/maps/place/Kost+ibu+kania/data=!4m7!3m6!1s0x2e68e724e2c5c9ad:0xe54cf8ce0ef2fa1e!8m2!3d-6.8678613!4d107.5925469!16s%2Fg%2F11t5m18xls!19sChIJrcnF4iTnaC4RHvryDs74TOU?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost White House 159,"No 159 Blk, Jl. Dr. Setiabudi, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0899-4204-999,,https://www.google.com/maps/place/Kost+White+House+159/data=!4m7!3m6!1s0x2e68e70fdedc5463:0xc81e6ed92a5407ba!8m2!3d-6.8692518!4d107.592908!16s%2Fg%2F11j5b37g4r!19sChIJY1Tc3g_naC4RugdUKtluHsg?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Barbie Kost,"4HJR+XJV, Jl. Gegerkalong Tengah, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0815-3747-7721,,https://www.google.com/maps/place/Barbie+Kost/data=!4m7!3m6!1s0x2e68e708de0e2a31:0x68b6a7e8839f583!8m2!3d-6.8675132!4d107.5915596!16s%2Fg%2F11h77kjg1z!19sChIJMSoO3gjnaC4Rg_U5iH5qiwY?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,In D'kost exclusif,"Jl. Gegerkalong Hilir, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0813-1984-5885,,https://www.google.com/maps/place/In+D%27kost+exclusif/data=!4m7!3m6!1s0x2e68e7743e152b45:0x9d5090bc68a695a7!8m2!3d-6.8683362!4d107.5868558!16s%2Fg%2F11ylc44sjq!19sChIJRSsVPnTnaC4Rp5WmaLyQUJ0?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kosan shoeny gegerkalong setiabudi bandung,"Gegerkalong hilir gang Sarbini 60 RT 4 RW 5 Gegerkalong tengah gang 4 no 12 RT 8, Gg. 3 Jl. Gegerkalong Tengah No.67, RT.4/RW.4, Kelurahan sukasari, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0857-2202-4184,,https://www.google.com/maps/place/Kosan+shoeny+gegerkalong+setiabudi+bandung/data=!4m7!3m6!1s0x2e68e7237ba348bf:0xed139fcc7622e349!8m2!3d-6.8685756!4d107.590237!16s%2Fg%2F11hznmjl5k!19sChIJv0ijeyPnaC4RSeMidsyfE-0?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,KOST 65A,"Gg. Gegersuni 4 No.65a, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0858-7108-3632,,https://www.google.com/maps/place/KOST+65A/data=!4m7!3m6!1s0x2e68e6bcfa34cb39:0x620f7a949cc1c081!8m2!3d-6.8642812!4d107.588483!16s%2Fg%2F11bw3xmw6l!19sChIJOcs0-rzmaC4RgcDBnJR6D2I?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Palazzo Kost,"No.24i, Gg. H. Ridho No.2, Gegerkalong, Sukasari, Bandung City, West Java 40153",,0877-2777-0888,,https://www.google.com/maps/place/Palazzo+Kost/data=!4m7!3m6!1s0x2e68e6960a97180f:0xec9ed852c60a08a4!8m2!3d-6.8682737!4d107.591876!16s%2Fg%2F11c13mnpnh!19sChIJDxiXCpbmaC4RpAgKxlLYnuw?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Warung Cemara,"Gg. H. Ridho No.2 No.59, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0813-1223-5545,,https://www.google.com/maps/place/Kost+Warung+Cemara/data=!4m7!3m6!1s0x2e68e695de6b054b:0xb8a68b1f03cc36f3!8m2!3d-6.8684514!4d107.5921793!16s%2Fg%2F11b6hnkk92!19sChIJSwVr3pXmaC4R8zbMAx-Lprg?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kosan Pondok Gerlong Bandung,"Jl. Gegerkalong Hilir No.91, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0853-5340-0026,,https://www.google.com/maps/place/Kosan+Pondok+Gerlong+Bandung/data=!4m7!3m6!1s0x2e68e7810f814c09:0xb72680e7ad454c58!8m2!3d-6.8689912!4d107.5866983!16s%2Fg%2F11j3gxkq3m!19sChIJCUyBD4HnaC4RWExFreeAJrc?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Imah Kost Bandung,"Jl. Gegerkalong Tonggoh I No.2, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0851-2197-2895,,https://www.google.com/maps/place/Imah+Kost+Bandung/data=!4m7!3m6!1s0x2e68e79001619b35:0x14d7af2f18f43f5e!8m2!3d-6.8658727!4d107.5804978!16s%2Fg%2F11yxf_drsy!19sChIJNZthAZDnaC4RXj_0GC-v1xQ?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,KOST ODOL SETIABUDI,"Jl. Dr. Setiabudi No.119B, RT./RW/RW.007/005, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0812-9412-693,,https://www.google.com/maps/place/KOST+ODOL+SETIABUDI/data=!4m7!3m6!1s0x2e68e7cb18b64455:0xa510d2e09d0f302!8m2!3d-6.8720806!4d107.5940548!16s%2Fg%2F11n43r0bt9!19sChIJVUS2GMvnaC4RAvPQCS4NUQo?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kosan Ibu Tita,"Jawa, Jl. Sersan Surip Barat No.164/169A, RT.04/RW.04, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40143",,0851-0092-8783,,https://www.google.com/maps/place/Kosan+Ibu+Tita/data=!4m7!3m6!1s0x2e68e6b87a6b453d:0xdb01483ce47c66d3!8m2!3d-6.8586466!4d107.5975623!16s%2Fg%2F11g8whx6j6!19sChIJPUVrerjmaC4R02Z85DxIAds?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Wisma Langit Biru Setiabudi,"Jl. Dr. Setiabudi No.91b, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0812-2020-1391,,https://www.google.com/maps/place/Wisma+Langit+Biru+Setiabudi/data=!4m7!3m6!1s0x2e68e79ac62f7233:0x95717bea7c7dd6f5!8m2!3d-6.8745343!4d107.5953302!16s%2Fg%2F11vcr82r06!19sChIJM3IvxprnaC4R9dZ9fOp7cZU?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,"BABEH KOST Kost khusus Pegawai, karyawan, karyawati","Jl. Madhapi No.12, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",,0813-3777-5678,,"https://www.google.com/maps/place/BABEH+KOST+Kost+khusus+Pegawai,+karyawan,+karyawati/data=!4m7!3m6!1s0x2e68e73bc98beed9:0xc6bf4adcbd14d498!8m2!3d-6.9100334!4d107.6351303!16s%2Fg%2F11vbw1bm0l!19sChIJ2e6LyTvnaC4RmNQUvdxKv8Y?authuser=0&hl=id&rclk=1",,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kost Waspada 3,"Jl. Waspada No.3, RT.04/RW.08, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",,0895-3597-97285,,https://www.google.com/maps/place/Kost+Waspada+3/data=!4m7!3m6!1s0x2e68e76b1bd0d933:0x5950dae43b230934!8m2!3d-6.892741!4d107.6004041!16s%2Fg%2F11g_ntsry2!19sChIJM9nQG2vnaC4RNAkjO-TaUFk?authuser=0&hl=id&rclk=1,,
kos putri dekat UPI,Gegerkalong,UPI Setiabudi,Kost Putri Ibu Harlas,"Jl. Terusan Pak Gatot Raya, Geger, Gg. Geger Gg. Kiara 1 No.41, Gegerkalong, Sukasari, Bandung City, West Java 40153",,0811-2439-494,,https://www.google.com/maps/place/Kost+Putri+Ibu+Harlas/data=!4m7!3m6!1s0x2e68e794655d2b01:0x733e36f510ff4c8!8m2!3d-6.8637859!4d107.5876153!16s%2Fg%2F11tbwjdqh5!19sChIJAStdZZTnaC4RyPQPUW_jMwc?authuser=0&hl=id&rclk=1,,
kos putri dekat UPI,Gegerkalong,UPI Setiabudi,Kost Putri Pak Lucky,"Jl. Gegerkalong Girang No.55H, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0896-4664-9776,,https://www.google.com/maps/place/Kost+Putri+Pak+Lucky/data=!4m7!3m6!1s0x2e68e7aee925ef9f:0xc69bfb1159e71501!8m2!3d-6.8645628!4d107.5900789!16s%2Fg%2F11sb6_21vt!19sChIJn-8l6a7naC4RARXnWRH7m8Y?authuser=0&hl=id&rclk=1,,
kos putri dekat UPI,Gegerkalong,UPI Setiabudi,Kost PUTRI CAHAYA Sukasari,"4HPQ+H4P, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0823-1521-4489,,https://www.google.com/maps/place/Kost+PUTRI+CAHAYA+Sukasari/data=!4m7!3m6!1s0x2e68e7f0f9c87a79:0x474d2bfc11561d11!8m2!3d-6.8635273!4d107.5878286!16s%2Fg%2F11fn2z0pq4!19sChIJeXrI-fDnaC4RER1WEfwrTUc?authuser=0&hl=id&rclk=1,,
kos putri dekat UPI,Gegerkalong,UPI Setiabudi,Kost Putri Byangara,"Jl. Gegerkalong Girang Gg. Gegersuni 1 No.33B, Gegerkalong, paviliun, Kota Bandung, Jawa Barat 40153",,0821-8888-4399,,https://www.google.com/maps/place/Kost+Putri+Byangara/data=!4m7!3m6!1s0x2e68e7008d1759cf:0xe1b07ab21584df5a!8m2!3d-6.8639398!4d107.589447!16s%2Fg%2F11vc2tgndv!19sChIJz1kXjQDnaC4RWt-EFbJ6sOE?authuser=0&hl=id&rclk=1,,
kos putri dekat UPI,Setiabudi,UPI Setiabudi,Kost puteri PURI KHARISMA,"Jl. Geger Arum No.19, RT./Rw/RW.04, 06, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0822-4002-4147,,https://www.google.com/maps/place/Kost+puteri+PURI+KHARISMA/data=!4m7!3m6!1s0x2e68e7c251eb9fb9:0x620fd1bb8530e585!8m2!3d-6.8600764!4d107.5862886!16s%2Fg%2F11fn0fpr4m!19sChIJuZ_rUcLnaC4RheUwhbvRD2I?authuser=0&hl=id&rclk=1,,
kos mahasiswa dekat UPI,Cidadap,UPI Setiabudi,Kost panorama II (sugandi),"Jl. Kapten Abdul Hamid Panorama II No.39-41, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",,0851-5661-5604,,https://www.google.com/maps/place/Kost+panorama+II+%28sugandi%29/data=!4m7!3m6!1s0x2e68e77ae9a234ad:0x7552859bd0061186!8m2!3d-6.8655732!4d107.595253!16s%2Fg%2F11mv0mtgqp!19sChIJrTSi6XrnaC4RhhEG0JuFUnU?authuser=0&hl=id&rclk=1,,
kos mahasiswa dekat UPI,Gegerkalong,UPI Setiabudi,Kosan Bsa,"Jl. Gegerkalong Tengah 7 No.53 / F, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,(022) 2021774,,https://www.google.com/maps/place/Kosan+Bsa/data=!4m7!3m6!1s0x2e68e6bdf14d8bb9:0xe7a7fdbe8f322a2f!8m2!3d-6.86683!4d107.590877!16s%2Fg%2F11b6hq3zr9!19sChIJuYtN8b3maC4RLyoyj779p-c?authuser=0&hl=id&rclk=1,,
kos mahasiswa dekat UPI,Gegerkalong,UPI Setiabudi,Graha Desilla,"4HRR+Q9Q, Jl. Cilimus, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0853-1619-3861,,https://www.google.com/maps/place/Graha+Desilla/data=!4m7!3m6!1s0x2e68e6ba16525fd7:0x662fcef2011584a7!8m2!3d-6.8580458!4d107.5909966!16s%2Fg%2F11f3dt93vd!19sChIJ119SFrrmaC4Rp4QVAfLOL2Y?authuser=0&hl=id&rclk=1,,
kos mahasiswa dekat UPI,Gegerkalong,UPI Setiabudi,Wisma Elfarisi,"4HRR+R99, Jl. Cilimus, RT.07/RW.06, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0812-2020-2012,,https://www.google.com/maps/place/Wisma+Elfarisi/data=!4m7!3m6!1s0x2e68e6ba19fca241:0x4a2b2f1823f765b9!8m2!3d-6.8579734!4d107.5909798!16s%2Fg%2F11b6gng84n!19sChIJQaL8GbrmaC4RuWX3IxgvK0o?authuser=0&hl=id&rclk=1,,
kos mahasiswa dekat UPI,Setiabudi,UPI Setiabudi,KOS HUBAIB,"4HQQ+F3X, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0852-2289-5397,,https://www.google.com/maps/place/KOS+HUBAIB/data=!4m7!3m6!1s0x2e68e787b5700c7b:0x15a1a7785e2ff86a!8m2!3d-6.8612561!4d107.5877286!16s%2Fg%2F11t3f22g91!19sChIJewxwtYfnaC4RavgvXninoRU?authuser=0&hl=id&rclk=1,,
kos mahasiswa dekat UPI,Gegerkalong,UPI Setiabudi,Hunian AARA kost,"4HPQ+CJX, Gg. Gegersuni 1, no38c, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0877-7567-7001,,https://www.google.com/maps/place/Hunian+AARA+kost/data=!4m7!3m6!1s0x2e68e7006764603f:0x36792001bd8dd5ac!8m2!3d-6.8639622!4d107.5891055!16s%2Fg%2F11x34qzz7y!19sChIJP2BkZwDnaC4RrNWNvQEgeTY?authuser=0&hl=id&rclk=1,,
kos mahasiswa dekat UPI,Setiabudi,UPI Setiabudi,Kost mahasiswa Ibu Ami,"Jl. Geger Arum Baru No.27, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0877-6927-4496,,https://www.google.com/maps/place/Kost+mahasiswa+Ibu+Ami/data=!4m7!3m6!1s0x2e68e7cbe4b25991:0x447f89a45e75b48d!8m2!3d-6.8595152!4d107.5874256!16s%2Fg%2F11s5gqdzgx!19sChIJkVmy5MvnaC4RjbR1XqSJf0Q?authuser=0&hl=id&rclk=1,,
kos mahasiswa dekat UPI,Gegerkalong,UPI Setiabudi,Kost Tashfia,"Jl. Gegerkalong Girang Baru II No.10, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0851-9642-2007,,https://www.google.com/maps/place/Kost+Tashfia/data=!4m7!3m6!1s0x2e68e70005e39d1d:0x65bdddc270d5b881!8m2!3d-6.8629837!4d107.591866!16s%2Fg%2F11xsk451jj!19sChIJHZ3jBQDnaC4RgbjVcMLdvWU?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,54B Kostan - SetiabudiBandung,"Jl. Kapten Abdul Hamid Jl. Dr. Setiabudi No.54B, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",,0895-3069-5965,,https://www.google.com/maps/place/54B+Kostan+-+SetiabudiBandung/data=!4m7!3m6!1s0x2e68e7c25ef8e241:0xe7cc04841702b1a1!8m2!3d-6.8653508!4d107.5957248!16s%2Fg%2F11h3767rzw!19sChIJQeL4XsLnaC4RobECF4QEzOc?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Pondokan Rumah Imoet / Surabi 194,"Jl. Dr. Setiabudi No.194, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",,(022) 2012180,,https://www.google.com/maps/place/Pondokan+Rumah+Imoet+%2F+Surabi+194/data=!4m7!3m6!1s0x2e68e6b6ebf6d433:0xe23eb1c97526919b!8m2!3d-6.8689292!4d107.5938253!16s%2Fg%2F11b60t_syc!19sChIJM9T267bmaC4Rm5EmdcmxPuI?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kost Cisitu Baru,"Jl. Cisitu Baru No.78, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0812-1059-625,,https://www.google.com/maps/place/Kost+Cisitu+Baru/data=!4m7!3m6!1s0x2e68e6f9025f59cf:0xfe3ac5c1eef26978!8m2!3d-6.8832605!4d107.6116231!16s%2Fg%2F1pzrb6_5_!19sChIJz1lfAvnmaC4ReGny7sHFOv4?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,"""Point homy"" Co-Living space @supratman","Jl. Supratman No.29, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,0821-2100-3636,,https://www.google.com/maps/place/%22Point+homy%22+Co-Living+space+@supratman/data=!4m7!3m6!1s0x2e68e78d22e752f5:0xf3781464a52da1d0!8m2!3d-6.9059686!4d107.6290754!16s%2Fg%2F11c31psp1k!19sChIJ9VLnIo3naC4R0KEtpWQUePM?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kost Sukagalih,"Jl. Sukagalih No.110, Sukabungah, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",,(022) 72290999,,https://www.google.com/maps/place/Kost+Sukagalih/data=!4m7!3m6!1s0x2e68e663fa59427f:0x31bee7a3f9dbb070!8m2!3d-6.8930132!4d107.5902147!16s%2Fg%2F1pzy3zj6y!19sChIJf0JZ-mPmaC4RcLDb-aPnvjE?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kost Dago,"Gg. Wardia No.159 A, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40116",,(022) 2514618,,https://www.google.com/maps/place/Kost+Dago/data=!4m7!3m6!1s0x2e68e6487d2dc573:0xed516a287bd4cd6d!8m2!3d-6.8776763!4d107.6163444!16s%2Fg%2F1pzt2_7bz!19sChIJc8UtfUjmaC4Rbc3UeyhqUe0?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kosan Purnama,"Jl. Kapten Abdul Hamid No.24, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",,0812-2240-1146,,https://www.google.com/maps/place/Kosan+Purnama/data=!4m7!3m6!1s0x2e68e6bfad31e497:0x64fb337cebacc475!8m2!3d-6.864912!4d107.5950417!16s%2Fg%2F11b6gm0sbw!19sChIJl-Qxrb_maC4RdcSs63wz-2Q?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kost Sekeloa,"Jl. Sekeloa No.33, RT.02/RW.06, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",,0858-0627-3207,,https://www.google.com/maps/place/Kost+Sekeloa/data=!4m7!3m6!1s0x2e68e655a5f6f39b:0x3a9b3ddd5cd646f9!8m2!3d-6.8886643!4d107.6186725!16s%2Fg%2F1pzyvnzvf!19sChIJm_P2pVXmaC4R-UbWXN09mzo?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kost Exclusive Cipaganti,"Jalan Kaum Cipaganti II No.11/35a, Pasteur, Sukajadi, Bandung City, West Java 40161",,0878-7807-7977,,https://www.google.com/maps/place/Kost+Exclusive+Cipaganti/data=!4m7!3m6!1s0x2e68e7b9cde137a9:0x2ce64b122dfd131!8m2!3d-6.8942898!4d107.6022616!16s%2Fg%2F11j5ttbc6y!19sChIJqTfhzbnnaC4RMdHfIrFkzgI?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Ibu Tobing,"Jl. Budi Luhur I No.12, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,(022) 2036834,,https://www.google.com/maps/place/Kost+Ibu+Tobing/data=!4m7!3m6!1s0x2e68e724591bd82f:0x6072fb51638ef826!8m2!3d-6.8725371!4d107.5937292!16s%2Fg%2F11j8hbyf6j!19sChIJL9gbWSTnaC4RJviOY1H7cmA?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,kost al fazza,"Jl. Dr. Setiabudi No.157a, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0895-6044-70077,,https://www.google.com/maps/place/kost+al+fazza/data=!4m7!3m6!1s0x2e68e779ddfcc3a3:0x4f2b80b301f8b6d3!8m2!3d-6.8691653!4d107.5933697!16s%2Fg%2F11tk8rqj3w!19sChIJo8P83XnnaC4R07b4AbOAK08?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Budi Luhur Ultimate (BLU),"Jl. Budi Luhur I No.11B, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0858-0827-9344,,https://www.google.com/maps/place/Kost+Budi+Luhur+Ultimate+%28BLU%29/data=!4m7!3m6!1s0x2e68e693f3b34899:0xc37339eaf7bec78a!8m2!3d-6.8727536!4d107.5931782!16s%2Fg%2F11c2l85f9r!19sChIJmUiz85PmaC4Rise-9-o5c8M?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Putri Gerlong Hilir,"Jl. Gegerkalong Hilir No.17, RT.01/RW.04, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0812-2129-896,,https://www.google.com/maps/place/Kost+Putri+Gerlong+Hilir/data=!4m7!3m6!1s0x2e68e697a5346ba3:0x3b017d6c055185fd!8m2!3d-6.8702903!4d107.5922219!16s%2Fg%2F1pzsy77yy!19sChIJo2s0pZfmaC4R_YVRBWx9ATs?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Putri Bu Yoyo Gerlong,"Jl. Gegerkalong Tengah Gg. H. Ridho II No 24F, RT.07/RW.04, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0811-1660-600,,https://www.google.com/maps/place/Kost+Putri+Bu+Yoyo+Gerlong/data=!4m7!3m6!1s0x2e68e78e0ed95de5:0xb2e07b8abf45b3c!8m2!3d-6.8680582!4d107.5919901!16s%2Fg%2F11ss5my129!19sChIJ5V3ZDo7naC4RPFv0q7gHLgs?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Setiabudi,UPI Setiabudi,Kos Ibu Susi,"Kos Ibu Susi) Jl. Dr. Setiabudi, Jl. Cipaku Indah II Gg. Bp Arsadi No.8, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40143",,0817-203-798,,https://www.google.com/maps/place/Kos+Ibu+Susi/data=!4m7!3m6!1s0x2e68e74dfe1111b5:0x823467f4a006040c!8m2!3d-6.8607963!4d107.5959283!16s%2Fg%2F11j374ktjl!19sChIJtRER_k3naC4RDAQGoPRnNII?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Gegerkalong,UPI Setiabudi,GUFAMKOST,"Jl. Cilimus No.1, RT.01/RW.04, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0851-5788-6298,,https://www.google.com/maps/place/GUFAMKOST/data=!4m7!3m6!1s0x2e68e7000865269d:0x4392942f3867eb3!8m2!3d-6.8570176!4d107.5921361!16s%2Fg%2F11w3p0sfj_!19sChIJnSZlCADnaC4Rs36G80IpOQQ?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Gegerkalong,UPI Setiabudi,Kosan Cilimus,"Jl. Cilimus No.16A, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0877-2400-5132,,https://www.google.com/maps/place/Kosan+Cilimus/data=!4m7!3m6!1s0x2e68e6b74cccc21d:0x1c4d43dda47e2b40!8m2!3d-6.8563938!4d107.5917854!16s%2Fg%2F11bc70z06x!19sChIJHcLMTLfmaC4RQCt-pN1DTRw?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Gegerkalong,UPI Setiabudi,Kost As - Salam,"Jl. Gegerkalong Girang Gg. Cempaka No.47, RT.02/RW.06, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0896-5539-4054,,https://www.google.com/maps/place/Kost+As+-+Salam/data=!4m7!3m6!1s0x2e68e7f01c22f3eb:0xbc94a1e9a49bc16d!8m2!3d-6.8620802!4d107.5881272!16s%2Fg%2F11s0wdwhfh!19sChIJ6_MiHPDnaC4RbcGbpOmhlLw?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Gegerkalong,UPI Setiabudi,Kost DewanRinov,"Jl. Gegerkalong Girang No.44A, RT.01/RW.06, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0812-2063-2332,,https://www.google.com/maps/place/Kost+DewanRinov/data=!4m7!3m6!1s0x2e68e731be6007e5:0xe609e648fe9c987c!8m2!3d-6.8632767!4d107.5895405!16s%2Fg%2F11jzq8c4xd!19sChIJ5QdgvjHnaC4RfJic_kjmCeY?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Setiabudi,UPI Setiabudi,Kost elprive,"Jl. Sersan Bajuri Dalam No.11, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40591",,0822-1919-2523,,https://www.google.com/maps/place/Kost+elprive/data=!4m7!3m6!1s0x2e68e7ac280f920d:0x938104cb8838e22c!8m2!3d-6.8576678!4d107.5937984!16s%2Fg%2F11spqnj1ck!19sChIJDZIPKKznaC4RLOI4iMsEgZM?authuser=0&hl=id&rclk=1,,
